Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,k,nut,omega,p,vtkValidPointMask
498,7.310000e-01,5.486000e-01,8.723000e-01,1.263420e+00,1.126305e+02,-1.610845e+00,-1.203630e+01,1.132832e+02,4.791228e+00,1.424588e+02,1.111643e-01,1.243981e+03,-3.102331e+02,1
499,7.405000e-01,5.493000e-01,8.736500e-01,1.270171e+00,1.121142e+02,-1.279850e+00,-1.162027e+01,1.127220e+02,4.800849e+00,1.451444e+02,1.135380e-01,1.245136e+03,-2.862906e+02,1
500,7.500000e-01,5.500000e-01,8.750000e-01,1.276959e+00,1.116724e+02,-1.077717e+00,-1.126211e+01,1.122440e+02,4.810471e+00,1.474850e+02,1.158774e-01,1.243995e+03,-2.625822e+02,1
501,7.595000e-01,5.507000e-01,8.763500e-01,1.283784e+00,1.110080e+02,-1.046886e+00,-1.086555e+01,1.115434e+02,4.820091e+00,1.493273e+02,1.180898e-01,1.239160e+03,-2.395784e+02,1
502,7.690000e-01,5.514000e-01,8.777000e-01,1.290643e+00,1.103381e+02,-1.001487e+00,-1.048660e+01,1.108398e+02,4.829712e+00,1.512818e+02,1.203458e-01,1.234972e+03,-2.167619e+02,1
503,7.785000e-01,5.521000e-01,8.790500e-01,1.297538e+00,1.096626e+02,-9.419978e-01,-1.012455e+01,1.101330e+02,4.839333e+00,1.533477e+02,1.226459e-01,1.231418e+03,-1.941258e+02,1
504,7.880000e-01,5.528000e-01,8.804000e-01,1.304468e+00,1.089817e+02,-8.688967e-01,-9.778719e+00,1.094230e+02,4.848954e+00,1.555243e+02,1.249906e-01,1.228483e+03,-1.716637e+02,1
505,7.975000e-01,5.535000e-01,8.817500e-01,1.311431e+00,1.082956e+02,-7.826642e-01,-9.448396e+00,1.087098e+02,4.858575e+00,1.578107e+02,1.273807e-01,1.226152e+03,-1.493688e+02,1
506,8.070000e-01,5.542000e-01,8.831000e-01,1.318428e+00,1.076042e+02,-6.837832e-01,-9.132883e+00,1.079933e+02,4.868196e+00,1.602063e+02,1.298167e-01,1.224411e+03,-1.272347e+02,1
507,8.165000e-01,5.549000e-01,8.844500e-01,1.325458e+00,1.068348e+02,-6.216479e-01,-8.828577e+00,1.072008e+02,4.877817e+00,1.624547e+02,1.321383e-01,1.222249e+03,-1.064417e+02,1
508,8.260000e-01,5.556000e-01,8.858000e-01,1.332520e+00,1.059698e+02,-6.093302e-01,-8.530608e+00,1.063144e+02,4.887438e+00,1.645155e+02,1.343256e-01,1.219364e+03,-8.711728e+01,1
509,8.355000e-01,5.563000e-01,8.871500e-01,1.339614e+00,1.050940e+02,-5.905825e-01,-8.240793e+00,1.054183e+02,4.897059e+00,1.666942e+02,1.365725e-01,1.216894e+03,-6.782471e+01,1
510,8.450000e-01,5.570000e-01,8.885000e-01,1.346739e+00,1.042074e+02,-5.656082e-01,-7.958989e+00,1.045124e+02,4.906680e+00,1.689907e+02,1.388794e-01,1.214835e+03,-4.856352e+01,1
511,8.545000e-01,5.577000e-01,8.898500e-01,1.353895e+00,1.033102e+02,-5.346131e-01,-7.685049e+00,1.035970e+02,4.916301e+00,1.714055e+02,1.412467e-01,1.213186e+03,-2.933327e+01,1
512,8.640000e-01,5.584000e-01,8.912000e-01,1.361082e+00,1.024024e+02,-4.977943e-01,-7.418847e+00,1.026720e+02,4.925921e+00,1.739388e+02,1.436746e-01,1.211945e+03,-1.013294e+01,1
513,8.735000e-01,5.591000e-01,8.925500e-01,1.368298e+00,1.014840e+02,-4.553584e-01,-7.160234e+00,1.017374e+02,4.935543e+00,1.765910e+02,1.461635e-01,1.211110e+03,9.037795e+00,1
514,8.830000e-01,5.598000e-01,8.939000e-01,1.375544e+00,1.005114e+02,-4.480947e-01,-6.904319e+00,1.007492e+02,4.945164e+00,1.786180e+02,1.482522e-01,1.208313e+03,2.523290e+01,1
515,8.925000e-01,5.605000e-01,8.952500e-01,1.382819e+00,9.951685e+01,-4.436800e-01,-6.655979e+00,9.974018e+01,4.954784e+00,1.806612e+02,1.503337e-01,1.205572e+03,4.102853e+01,1
516,9.020000e-01,5.612000e-01,8.966000e-01,1.390123e+00,9.850642e+01,-4.366699e-01,-6.415884e+00,9.871611e+01,4.964406e+00,1.828276e+02,1.524738e-01,1.203222e+03,5.684834e+01,1
517,9.115000e-01,5.619000e-01,8.979500e-01,1.397454e+00,9.748724e+01,-4.241096e-01,-6.188664e+00,9.768440e+01,4.974026e+00,1.850377e+02,1.546094e-01,1.201192e+03,7.258994e+01,1
518,9.210000e-01,5.626000e-01,8.993000e-01,1.404813e+00,9.650246e+01,-3.885845e-01,-5.995828e+00,9.668933e+01,4.983647e+00,1.868951e+02,1.564343e-01,1.199126e+03,8.778143e+01,1
519,9.305000e-01,5.633000e-01,9.006500e-01,1.412199e+00,9.551785e+01,-3.464821e-01,-5.808947e+00,9.569495e+01,4.993268e+00,1.888638e+02,1.583212e-01,1.197435e+03,1.030502e+02,1
520,9.400000e-01,5.640000e-01,9.020000e-01,1.419613e+00,9.455176e+01,-2.878329e-01,-5.620670e+00,9.471911e+01,5.002889e+00,1.905415e+02,1.600405e-01,1.195103e+03,1.163206e+02,1
521,9.495000e-01,5.647000e-01,9.033500e-01,1.427052e+00,9.362496e+01,-1.997489e-01,-5.420793e+00,9.378197e+01,5.012510e+00,1.913546e+02,1.612622e-01,1.190681e+03,1.246229e+02,1
522,9.590000e-01,5.654000e-01,9.047000e-01,1.434517e+00,9.269003e+01,-1.071441e-01,-5.226656e+00,9.283733e+01,5.022131e+00,1.922706e+02,1.625372e-01,1.186608e+03,1.329348e+02,1
523,9.685000e-01,5.661000e-01,9.060500e-01,1.442008e+00,9.174685e+01,-1.009052e-02,-5.038163e+00,9.188508e+01,5.031752e+00,1.932905e+02,1.638663e-01,1.182881e+03,1.412557e+02,1
524,9.780000e-01,5.668000e-01,9.074000e-01,1.449524e+00,9.079533e+01,9.134138e-02,-4.855240e+00,9.092510e+01,5.041373e+00,1.944150e+02,1.652500e-01,1.179502e+03,1.495851e+02,1
525,9.875000e-01,5.675000e-01,9.087500e-01,1.457065e+00,8.983538e+01,1.970793e-01,-4.677793e+00,8.995730e+01,5.050994e+00,1.956449e+02,1.666889e-01,1.176469e+03,1.579222e+02,1
526,9.970000e-01,5.682000e-01,9.101000e-01,1.464630e+00,8.886692e+01,3.070496e-01,-4.505733e+00,8.898161e+01,5.060615e+00,1.969810e+02,1.681836e-01,1.173782e+03,1.662663e+02,1
527,1.006500e+00,5.689000e-01,9.114500e-01,1.472220e+00,8.804911e+01,4.651795e-01,-4.273936e+00,8.815401e+01,5.070236e+00,1.973468e+02,1.691105e-01,1.169171e+03,1.695868e+02,1
528,1.016000e+00,5.696000e-01,9.128000e-01,1.479832e+00,8.728235e+01,6.438434e-01,-4.021263e+00,8.737730e+01,5.079857e+00,1.973471e+02,1.698202e-01,1.163892e+03,1.707717e+02,1
529,1.025500e+00,5.703000e-01,9.141500e-01,1.487469e+00,8.650055e+01,8.247027e-01,-3.774303e+00,8.658678e+01,5.089478e+00,1.974177e+02,1.705653e-01,1.158855e+03,1.718604e+02,1
530,1.035000e+00,5.710000e-01,9.155000e-01,1.495127e+00,8.570360e+01,1.007647e+00,-3.533021e+00,8.578231e+01,5.099099e+00,1.975600e+02,1.713465e-01,1.154060e+03,1.728527e+02,1
531,1.044500e+00,5.717000e-01,9.168500e-01,1.502809e+00,8.489133e+01,1.192574e+00,-3.297374e+00,8.496372e+01,5.108719e+00,1.977754e+02,1.721647e-01,1.149508e+03,1.737483e+02,1
532,1.054000e+00,5.724000e-01,9.182000e-01,1.510513e+00,8.406364e+01,1.379372e+00,-3.067317e+00,8.413090e+01,5.118340e+00,1.980653e+02,1.730206e-01,1.145200e+03,1.745468e+02,1
533,1.063500e+00,5.731000e-01,9.195500e-01,1.518239e+00,8.326086e+01,1.574607e+00,-2.828790e+00,8.332378e+01,5.127962e+00,1.982952e+02,1.738248e-01,1.140921e+03,1.751359e+02,1
534,1.073000e+00,5.738000e-01,9.209000e-01,1.525986e+00,8.272200e+01,1.817599e+00,-2.498470e+00,8.277968e+01,5.137582e+00,1.976416e+02,1.740306e-01,1.135354e+03,1.748583e+02,1
535,1.082500e+00,5.745000e-01,9.222500e-01,1.533754e+00,8.216500e+01,2.061771e+00,-2.173776e+00,8.221960e+01,5.147203e+00,1.970323e+02,1.742571e-01,1.129945e+03,1.744969e+02,1
536,1.092000e+00,5.752000e-01,9.236000e-01,1.541543e+00,8.158971e+01,2.307004e+00,-1.854699e+00,8.164339e+01,5.156824e+00,1.964691e+02,1.745055e-01,1.124695e+03,1.740515e+02,1
537,1.101500e+00,5.759000e-01,9.249500e-01,1.549353e+00,8.099593e+01,2.553182e+00,-1.541244e+00,8.105081e+01,5.166445e+00,1.959535e+02,1.747766e-01,1.119605e+03,1.735224e+02,1
538,1.111000e+00,5.766000e-01,9.263000e-01,1.557183e+00,8.038351e+01,2.800186e+00,-1.233402e+00,8.044173e+01,5.176066e+00,1.954875e+02,1.750715e-01,1.114676e+03,1.729093e+02,1
539,1.120500e+00,5.773000e-01,9.276500e-01,1.565034e+00,7.975225e+01,3.047906e+00,-9.311631e-01,7.981590e+01,5.185687e+00,1.950725e+02,1.753912e-01,1.109910e+03,1.722124e+02,1
540,1.130000e+00,5.780000e-01,9.290000e-01,1.572903e+00,7.925810e+01,3.305325e+00,-5.930305e-01,7.932921e+01,5.195308e+00,1.943927e+02,1.754849e-01,1.104923e+03,1.720752e+02,1
541,1.139500e+00,5.787000e-01,9.303500e-01,1.580793e+00,7.887712e+01,3.572572e+00,-2.252566e-01,7.895831e+01,5.204929e+00,1.934682e+02,1.753746e-01,1.099711e+03,1.724165e+02,1
542,1.149000e+00,5.794000e-01,9.317000e-01,1.588701e+00,7.847652e+01,3.842320e+00,1.369222e-01,7.857065e+01,5.214550e+00,1.925617e+02,1.752704e-01,1.094581e+03,1.726946e+02,1
543,1.158500e+00,5.801000e-01,9.330500e-01,1.596628e+00,7.805613e+01,4.114490e+00,4.934743e-01,7.816605e+01,5.224171e+00,1.916751e+02,1.751732e-01,1.089535e+03,1.729093e+02,1
544,1.168000e+00,5.808000e-01,9.344000e-01,1.604573e+00,7.761573e+01,4.389012e+00,8.443814e-01,7.774431e+01,5.233792e+00,1.908103e+02,1.750844e-01,1.084575e+03,1.730606e+02,1
545,1.177500e+00,5.815000e-01,9.357500e-01,1.612537e+00,7.715513e+01,4.665804e+00,1.189602e+00,7.730523e+01,5.243412e+00,1.899689e+02,1.750050e-01,1.079702e+03,1.731485e+02,1
546,1.187000e+00,5.822000e-01,9.371000e-01,1.620519e+00,7.668559e+01,4.938470e+00,1.529485e+00,7.685966e+01,5.253034e+00,1.892256e+02,1.749870e-01,1.074990e+03,1.731704e+02,1
547,1.196500e+00,5.829000e-01,9.384500e-01,1.628519e+00,7.671372e+01,5.034352e+00,1.908906e+00,7.690243e+01,5.262654e+00,1.899129e+02,1.758754e-01,1.071929e+03,1.715677e+02,1
548,1.206000e+00,5.836000e-01,9.398000e-01,1.636536e+00,7.674234e+01,5.122378e+00,2.282226e+00,7.694695e+01,5.272275e+00,1.906501e+02,1.767870e-01,1.069034e+03,1.698292e+02,1
549,1.215500e+00,5.843000e-01,9.411500e-01,1.644570e+00,7.675853e+01,5.204618e+00,2.647647e+00,7.698032e+01,5.281897e+00,1.914448e+02,1.777304e-01,1.066307e+03,1.680269e+02,1
550,1.225000e+00,5.850000e-01,9.425000e-01,1.652621e+00,7.676250e+01,5.281124e+00,3.005236e+00,7.700262e+01,5.291517e+00,1.922983e+02,1.787060e-01,1.063748e+03,1.661606e+02,1
551,1.234500e+00,5.857000e-01,9.438500e-01,1.660689e+00,7.675443e+01,5.351952e+00,3.355051e+00,7.701391e+01,5.301138e+00,1.932115e+02,1.797141e-01,1.061360e+03,1.642305e+02,1
552,1.244000e+00,5.864000e-01,9.452000e-01,1.668773e+00,7.673451e+01,5.417148e+00,3.697156e+00,7.701428e+01,5.310759e+00,1.941858e+02,1.807552e-01,1.059144e+03,1.622363e+02,1
553,1.253500e+00,5.871000e-01,9.465500e-01,1.676874e+00,7.679754e+01,5.446434e+00,4.037807e+00,7.709624e+01,5.320380e+00,1.952136e+02,1.818115e-01,1.057171e+03,1.591249e+02,1
554,1.263000e+00,5.878000e-01,9.479000e-01,1.684990e+00,7.701434e+01,5.419567e+00,4.381625e+00,7.732903e+01,5.330001e+00,1.962474e+02,1.828467e-01,1.055425e+03,1.541284e+02,1
555,1.272500e+00,5.885000e-01,9.492500e-01,1.693123e+00,7.722239e+01,5.389866e+00,4.717949e+00,7.755390e+01,5.339622e+00,1.972835e+02,1.838816e-01,1.053761e+03,1.490666e+02,1
556,1.282000e+00,5.892000e-01,9.506000e-01,1.701270e+00,7.742176e+01,5.357374e+00,5.046805e+00,7.777082e+01,5.349243e+00,1.983232e+02,1.849170e-01,1.052178e+03,1.439400e+02,1
557,1.291500e+00,5.899000e-01,9.519500e-01,1.709434e+00,7.761250e+01,5.322152e+00,5.368215e+00,7.797976e+01,5.358864e+00,1.993679e+02,1.859534e-01,1.050681e+03,1.387489e+02,1
558,1.301000e+00,5.906000e-01,9.533000e-01,1.717612e+00,7.779466e+01,5.284244e+00,5.682201e+00,7.818069e+01,5.368485e+00,2.004190e+02,1.869913e-01,1.049269e+03,1.334936e+02,1
559,1.310500e+00,5.913000e-01,9.546500e-01,1.725805e+00,7.796832e+01,5.243700e+00,5.988788e+00,7.837360e+01,5.378106e+00,2.014778e+02,1.880314e-01,1.047945e+03,1.281745e+02,1
560,1.320000e+00,5.920000e-01,9.560000e-01,1.734013e+00,7.832272e+01,5.134609e+00,6.292900e+00,7.874271e+01,5.387727e+00,2.025134e+02,1.890138e-01,1.047017e+03,1.200444e+02,1
561,1.329500e+00,5.927000e-01,9.573500e-01,1.742235e+00,7.872436e+01,5.006551e+00,6.591618e+00,7.915832e+01,5.397348e+00,2.035099e+02,1.899580e-01,1.046205e+03,1.110886e+02,1
562,1.339000e+00,5.934000e-01,9.587000e-01,1.750471e+00,7.911918e+01,4.878761e+00,6.883595e+00,7.956777e+01,5.406969e+00,2.044727e+02,1.908790e-01,1.045417e+03,1.020969e+02,1
563,1.348500e+00,5.941000e-01,9.600500e-01,1.758722e+00,7.950712e+01,4.751277e+00,7.168814e+00,7.997092e+01,5.416590e+00,2.054035e+02,1.917778e-01,1.044654e+03,9.306946e+01,1
564,1.358000e+00,5.948000e-01,9.614000e-01,1.766986e+00,7.988808e+01,4.624143e+00,7.447258e+00,8.036758e+01,5.426210e+00,2.063037e+02,1.926550e-01,1.043916e+03,8.400670e+01,1
565,1.367500e+00,5.955000e-01,9.627500e-01,1.775265e+00,8.026199e+01,4.497398e+00,7.718908e+00,8.075763e+01,5.435832e+00,2.071749e+02,1.935117e-01,1.043206e+03,7.490889e+01,1
566,1.377000e+00,5.962000e-01,9.641000e-01,1.783556e+00,8.067034e+01,4.359106e+00,7.981700e+00,8.118136e+01,5.445452e+00,2.079826e+02,1.943058e-01,1.042573e+03,6.488243e+01,1
567,1.386500e+00,5.969000e-01,9.654500e-01,1.791861e+00,8.125092e+01,4.171194e+00,8.229483e+00,8.177306e+01,5.455073e+00,2.085889e+02,1.948828e-01,1.042145e+03,5.099136e+01,1
568,1.396000e+00,5.976000e-01,9.668000e-01,1.800179e+00,8.182461e+01,3.986346e+00,8.471470e+00,8.235851e+01,5.464694e+00,2.091337e+02,1.954193e-01,1.041695e+03,3.709763e+01,1
569,1.405500e+00,5.983000e-01,9.681500e-01,1.808510e+00,8.239122e+01,3.804600e+00,8.707618e+00,8.293739e+01,5.474315e+00,2.096186e+02,1.959166e-01,1.041225e+03,2.320072e+01,1
570,1.415000e+00,5.990000e-01,9.695000e-01,1.816853e+00,8.295052e+01,3.626006e+00,8.937873e+00,8.350941e+01,5.483936e+00,2.100449e+02,1.963757e-01,1.040737e+03,9.300653e+00,1
571,1.424500e+00,5.997000e-01,9.708500e-01,1.825210e+00,8.350230e+01,3.450598e+00,9.162196e+00,8.407430e+01,5.493557e+00,2.104140e+02,1.967979e-01,1.040232e+03,-4.603370e+00,1
572,1.434000e+00,6.004000e-01,9.722000e-01,1.833578e+00,8.404636e+01,3.278419e+00,9.380538e+00,8.463175e+01,5.503178e+00,2.107277e+02,1.971843e-01,1.039712e+03,-1.851158e+01,1
573,1.443500e+00,6.011000e-01,9.735500e-01,1.841959e+00,8.470364e+01,3.090448e+00,9.565504e+00,8.529805e+01,5.512799e+00,2.108917e+02,1.973544e-01,1.039250e+03,-3.674492e+01,1
574,1.453000e+00,6.018000e-01,9.749000e-01,1.850352e+00,8.543370e+01,2.894927e+00,9.727077e+00,8.603438e+01,5.522420e+00,2.109166e+02,1.973661e-01,1.038776e+03,-5.781052e+01,1
575,1.462500e+00,6.025000e-01,9.762500e-01,1.858757e+00,8.615564e+01,2.705053e+00,9.883655e+00,8.676289e+01,5.532041e+00,2.108622e+02,1.973415e-01,1.038233e+03,-7.881712e+01,1
576,1.472000e+00,6.032000e-01,9.776000e-01,1.867173e+00,8.686917e+01,2.520880e+00,1.003516e+01,8.748321e+01,5.541662e+00,2.107297e+02,1.972826e-01,1.037622e+03,-9.976492e+01,1
577,1.481500e+00,6.039000e-01,9.789500e-01,1.875601e+00,8.757404e+01,2.342459e+00,1.018154e+01,8.819503e+01,5.551283e+00,2.105206e+02,1.971911e-01,1.036947e+03,-1.206544e+02,1
578,1.491000e+00,6.046000e-01,9.803000e-01,1.884041e+00,8.826997e+01,2.169846e+00,1.032271e+01,8.889800e+01,5.560904e+00,2.102363e+02,1.970689e-01,1.036207e+03,-1.414858e+02,1
579,1.500500e+00,6.053000e-01,9.816500e-01,1.892492e+00,8.896107e+01,2.002294e+00,1.045794e+01,8.959604e+01,5.570525e+00,2.098765e+02,1.969045e-01,1.035407e+03,-1.623832e+02,1
580,1.510000e+00,6.060000e-01,9.830000e-01,1.900954e+00,8.996548e+01,1.784809e+00,1.053655e+01,9.059798e+01,5.580145e+00,2.093316e+02,1.957247e-01,1.034726e+03,-1.924850e+02,1
581,1.519500e+00,6.067000e-01,9.843500e-01,1.909427e+00,9.094240e+01,1.582645e+00,1.060863e+01,9.157275e+01,5.589767e+00,2.087329e+02,1.945688e-01,1.033928e+03,-2.222856e+02,1
582,1.529000e+00,6.074000e-01,9.857000e-01,1.917910e+00,9.189047e+01,1.396302e+00,1.067393e+01,9.251887e+01,5.599388e+00,2.080829e+02,1.934406e-01,1.033015e+03,-2.517773e+02,1
583,1.538500e+00,6.081000e-01,9.870500e-01,1.926405e+00,9.280836e+01,1.226278e+00,1.073218e+01,9.343488e+01,5.609008e+00,2.073846e+02,1.923443e-01,1.031989e+03,-2.809527e+02,1
584,1.548000e+00,6.088000e-01,9.884000e-01,1.934910e+00,9.369476e+01,1.073069e+00,1.078311e+01,9.431933e+01,5.618629e+00,2.066407e+02,1.912839e-01,1.030853e+03,-3.098051e+02,1
585,1.557500e+00,6.095000e-01,9.897500e-01,1.943425e+00,9.454831e+01,9.371759e-01,1.082646e+01,9.517076e+01,5.628250e+00,2.058542e+02,1.902635e-01,1.029609e+03,-3.383269e+02,1
586,1.567000e+00,6.102000e-01,9.911000e-01,1.951951e+00,9.541526e+01,8.359984e-01,1.081462e+01,9.602982e+01,5.637871e+00,2.051423e+02,1.889170e-01,1.028641e+03,-3.708273e+02,1
587,1.576500e+00,6.109000e-01,9.924500e-01,1.960487e+00,9.632004e+01,7.751499e-01,1.073710e+01,9.691974e+01,5.647492e+00,2.045234e+02,1.870884e-01,1.027962e+03,-4.085710e+02,1
588,1.586000e+00,6.116000e-01,9.938000e-01,1.969032e+00,9.720293e+01,7.318032e-01,1.065933e+01,9.778838e+01,5.657113e+00,2.038383e+02,1.852589e-01,1.027024e+03,-4.457171e+02,1
589,1.595500e+00,6.123000e-01,9.951500e-01,1.977588e+00,9.806417e+01,7.058242e-01,1.058126e+01,9.863591e+01,5.666734e+00,2.030902e+02,1.834290e-01,1.025831e+03,-4.822678e+02,1
590,1.605000e+00,6.130000e-01,9.965000e-01,1.986154e+00,9.890401e+01,6.970736e-01,1.050285e+01,9.946255e+01,5.676355e+00,2.022819e+02,1.815988e-01,1.024392e+03,-5.182239e+02,1
591,1.614500e+00,6.137000e-01,9.978500e-01,1.994729e+00,9.972269e+01,7.054170e-01,1.042406e+01,1.002685e+02,5.685976e+00,2.014166e+02,1.797688e-01,1.022713e+03,-5.535870e+02,1
592,1.624000e+00,6.144000e-01,9.992000e-01,2.003313e+00,1.005205e+02,7.307143e-01,1.034483e+01,1.010540e+02,5.695597e+00,2.004975e+02,1.779394e-01,1.020802e+03,-5.883578e+02,1
593,1.633500e+00,6.151000e-01,1.000550e+00,2.011907e+00,1.019860e+02,7.289411e-01,9.997263e+00,1.024774e+02,5.705218e+00,1.979465e+02,1.735726e-01,1.018223e+03,-6.426311e+02,1
594,1.643000e+00,6.158000e-01,1.001900e+00,2.020510e+00,1.035015e+02,7.386355e-01,9.608444e+00,1.039491e+02,5.714839e+00,1.952131e+02,1.688435e-01,1.015588e+03,-7.000545e+02,1
595,1.652500e+00,6.165000e-01,1.003250e+00,2.029123e+00,1.049823e+02,7.482132e-01,9.225224e+00,1.053895e+02,5.724460e+00,1.924881e+02,1.641036e-01,1.012934e+03,-7.569923e+02,1
596,1.662000e+00,6.172000e-01,1.004600e+00,2.037744e+00,1.064270e+02,7.579381e-01,8.847642e+00,1.067968e+02,5.734081e+00,1.897780e+02,1.593579e-01,1.010272e+03,-8.134461e+02,1
597,1.671500e+00,6.179000e-01,1.005950e+00,2.046374e+00,1.078343e+02,7.680810e-01,8.475728e+00,1.081696e+02,5.743701e+00,1.870893e+02,1.546116e-01,1.007610e+03,-8.694197e+02,1
598,1.681000e+00,6.186000e-01,1.007300e+00,2.055013e+00,1.092028e+02,7.788699e-01,8.109510e+00,1.095062e+02,5.753323e+00,1.844285e+02,1.498699e-01,1.004958e+03,-9.249143e+02,1
599,1.690500e+00,6.193000e-01,1.008650e+00,2.063661e+00,1.099964e+02,7.622668e-01,7.869508e+00,1.102802e+02,5.762943e+00,1.863210e+02,1.474030e-01,1.008942e+03,-9.692438e+02,1
600,1.700000e+00,6.200000e-01,1.010000e+00,2.072318e+00,1.104350e+02,5.879717e-01,7.783647e+00,1.107105e+02,5.772564e+00,1.919405e+02,1.478776e-01,1.018357e+03,-9.873890e+02,1
601,1.709500e+00,6.207000e-01,1.011350e+00,2.080982e+00,1.118805e+02,3.765864e-01,7.524690e+00,1.121339e+02,5.782186e+00,1.891694e+02,1.452001e-01,1.015281e+03,-1.009500e+03,1
602,1.719000e+00,6.214000e-01,1.012700e+00,2.089655e+00,1.132214e+02,1.842282e-01,7.267925e+00,1.134546e+02,5.791806e+00,1.869986e+02,1.428066e-01,1.013035e+03,-1.032121e+03,1
603,1.728500e+00,6.221000e-01,1.014050e+00,2.098337e+00,1.144270e+02,1.646238e-02,7.013989e+00,1.146418e+02,5.801427e+00,1.856042e+02,1.407806e-01,1.011864e+03,-1.055401e+03,1
604,1.738000e+00,6.228000e-01,1.015400e+00,2.107027e+00,1.154532e+02,-1.186908e-01,6.763811e+00,1.156513e+02,5.811048e+00,1.852391e+02,1.392416e-01,1.012116e+03,-1.079557e+03,1
605,1.747500e+00,6.235000e-01,1.016750e+00,2.115724e+00,1.162346e+02,-2.093083e-01,6.518768e+00,1.164174e+02,5.820669e+00,1.862792e+02,1.383675e-01,1.014312e+03,-1.104905e+03,1
606,1.757000e+00,6.242000e-01,1.018100e+00,2.124430e+00,1.175702e+02,-2.246441e-01,5.895382e+00,1.177181e+02,5.830290e+00,1.836340e+02,1.357395e-01,1.012108e+03,-1.139333e+03,1
607,1.766500e+00,6.249000e-01,1.019450e+00,2.133143e+00,1.192376e+02,-2.725872e-01,5.129567e+00,1.193482e+02,5.839911e+00,1.794173e+02,1.321463e-01,1.007714e+03,-1.177073e+03,1
608,1.776000e+00,6.256000e-01,1.020800e+00,2.141865e+00,1.208753e+02,-3.237544e-01,4.363622e+00,1.209545e+02,5.849532e+00,1.749805e+02,1.287772e-01,1.002679e+03,-1.213846e+03,1
609,1.785500e+00,6.263000e-01,1.022150e+00,2.150594e+00,1.223411e+02,-4.147068e-01,3.691970e+00,1.223975e+02,5.859153e+00,1.704014e+02,1.257662e-01,9.971338e+02,-1.230067e+03,1
610,1.795000e+00,6.270000e-01,1.023500e+00,2.159330e+00,1.235752e+02,-6.001225e-01,3.205239e+00,1.236182e+02,5.868774e+00,1.656174e+02,1.232413e-01,9.905472e+02,-1.209450e+03,1
611,1.804500e+00,6.277000e-01,1.024850e+00,2.168074e+00,1.249310e+02,-8.395604e-01,2.750276e+00,1.249641e+02,5.878395e+00,1.605770e+02,1.208082e-01,9.830271e+02,-1.187632e+03,1
612,1.814000e+00,6.284000e-01,1.026200e+00,2.176826e+00,1.259516e+02,-9.276060e-01,2.305809e+00,1.259762e+02,5.888016e+00,1.563524e+02,1.201698e-01,9.746458e+02,-1.174818e+03,1
613,1.823500e+00,6.291000e-01,1.027550e+00,2.185584e+00,1.265778e+02,-7.594931e-01,1.466006e+00,1.265886e+02,5.897637e+00,1.504059e+02,1.156273e-01,9.618645e+02,-1.133522e+03,1
614,1.833000e+00,6.298000e-01,1.028900e+00,2.194350e+00,1.272054e+02,-5.915525e-01,6.472307e-01,1.272085e+02,5.907258e+00,1.443535e+02,1.110039e-01,9.485792e+02,-1.092337e+03,1
615,1.842500e+00,6.305000e-01,1.030250e+00,2.203123e+00,1.278685e+02,-4.265506e-01,-1.614235e-01,1.278693e+02,5.916879e+00,1.378341e+02,1.061692e-01,9.339443e+02,-1.051240e+03,1
616,1.852000e+00,6.312000e-01,1.031600e+00,2.211903e+00,1.286334e+02,-2.707682e-01,-8.308619e-01,1.286364e+02,5.926499e+00,1.298226e+02,9.992382e-02,9.144507e+02,-1.010065e+03,1
617,1.861500e+00,6.319000e-01,1.032950e+00,2.220690e+00,1.293461e+02,-1.078703e-01,-1.454705e+00,1.293543e+02,5.936121e+00,1.221317e+02,9.358820e-02,8.952637e+02,-9.700126e+02,1
618,1.871000e+00,6.326000e-01,1.034300e+00,2.229484e+00,1.300217e+02,6.160378e-02,-2.068624e+00,1.300382e+02,5.945741e+00,1.146694e+02,8.728221e-02,8.763813e+02,-9.312689e+02,1
619,1.880500e+00,6.333000e-01,1.035650e+00,2.238285e+00,1.308974e+02,2.954985e-01,-2.647401e+00,1.309245e+02,5.955362e+00,1.072050e+02,8.154826e-02,8.567370e+02,-8.904793e+02,1
620,1.890000e+00,6.340000e-01,1.037000e+00,2.247092e+00,1.318334e+02,6.098698e-01,-3.207747e+00,1.318739e+02,5.964983e+00,1.000529e+02,7.625858e-02,8.375856e+02,-8.473485e+02,1
621,1.899500e+00,6.347000e-01,1.038350e+00,2.255907e+00,1.326340e+02,9.664010e-01,-3.770810e+00,1.326912e+02,5.974604e+00,9.343282e+01,7.100287e-02,8.199319e+02,-8.041398e+02,1
622,1.909000e+00,6.354000e-01,1.039700e+00,2.264727e+00,1.336771e+02,1.290766e+00,-4.085980e+00,1.337458e+02,5.984225e+00,8.675285e+01,6.602445e-02,8.034841e+02,-7.595967e+02,1
623,1.918500e+00,6.361000e-01,1.041050e+00,2.273555e+00,1.355339e+02,1.461866e+00,-3.818194e+00,1.355955e+02,5.993846e+00,7.888251e+01,6.163631e-02,7.867593e+02,-7.112612e+02,1
624,1.928000e+00,6.368000e-01,1.042400e+00,2.282388e+00,1.357677e+02,2.177103e+00,-4.655751e+00,1.358650e+02,6.003467e+00,7.384859e+01,5.770017e-02,7.712755e+02,-6.849077e+02,1
