Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,k,nut,omega,p,vtkValidPointMask
373,-4.565000e-01,4.611000e-01,7.035500e-01,9.570726e-01,1.111433e+02,5.778058e+01,-1.650476e+00,1.252763e+02,3.588611e+00,2.880502e+01,6.214621e-03,3.374914e+03,-5.975746e+03,1
374,-4.470000e-01,4.618000e-01,7.049000e-01,9.539142e-01,1.136057e+02,5.488158e+01,-3.301412e+00,1.262107e+02,3.598232e+00,2.963836e+01,7.048712e-03,3.315124e+03,-5.735696e+03,1
375,-4.375000e-01,4.625000e-01,7.062500e-01,9.508426e-01,1.164824e+02,5.087097e+01,-4.244141e+00,1.271771e+02,3.607853e+00,3.156256e+01,8.292319e-03,3.230834e+03,-5.498831e+03,1
376,-4.280000e-01,4.632000e-01,7.076000e-01,9.478586e-01,1.186152e+02,4.973255e+01,-6.774730e+00,1.287975e+02,3.617474e+00,3.126022e+01,8.530952e-03,3.199429e+03,-5.268714e+03,1
377,-4.185000e-01,4.639000e-01,7.089500e-01,9.449633e-01,1.206848e+02,4.837184e+01,-9.110663e+00,1.303367e+02,3.627095e+00,3.142032e+01,9.015931e-03,3.154432e+03,-5.054622e+03,1
378,-4.090000e-01,4.646000e-01,7.103000e-01,9.421573e-01,1.231707e+02,4.508031e+01,-9.981660e+00,1.315405e+02,3.636716e+00,3.370881e+01,1.045059e-02,3.066456e+03,-4.868042e+03,1
379,-3.995000e-01,4.653000e-01,7.116500e-01,9.394414e-01,1.245995e+02,4.436183e+01,-1.154435e+01,1.327640e+02,3.646337e+00,3.502832e+01,1.128351e-02,3.006898e+03,-4.665701e+03,1
380,-3.900000e-01,4.660000e-01,7.130000e-01,9.368164e-01,1.251736e+02,4.520602e+01,-1.348351e+01,1.337678e+02,3.655957e+00,3.643067e+01,1.195215e-02,2.960578e+03,-4.450707e+03,1
381,-3.805000e-01,4.667000e-01,7.143500e-01,9.342831e-01,1.254151e+02,4.342796e+01,-1.370693e+01,1.334272e+02,3.665578e+00,4.149151e+01,1.424269e-02,2.869365e+03,-4.343227e+03,1
382,-3.710000e-01,4.674000e-01,7.157000e-01,9.318424e-01,1.255920e+02,4.310510e+01,-1.442437e+01,1.335645e+02,3.675199e+00,4.538208e+01,1.574878e-02,2.822730e+03,-4.208528e+03,1
383,-3.615000e-01,4.681000e-01,7.170500e-01,9.294948e-01,1.258809e+02,4.416560e+01,-1.580856e+01,1.343373e+02,3.684820e+00,4.845036e+01,1.642338e-02,2.824078e+03,-4.022537e+03,1
384,-3.520000e-01,4.688000e-01,7.184000e-01,9.272411e-01,1.253839e+02,4.342270e+01,-1.600999e+01,1.336525e+02,3.694441e+00,5.272357e+01,1.795202e-02,2.772459e+03,-3.982183e+03,1
385,-3.425000e-01,4.695000e-01,7.197500e-01,9.250819e-01,1.247793e+02,4.308625e+01,-1.639760e+01,1.330232e+02,3.704062e+00,5.770138e+01,1.965726e-02,2.739604e+03,-3.938576e+03,1
386,-3.330000e-01,4.702000e-01,7.211000e-01,9.230180e-01,1.243867e+02,4.265376e+01,-1.683152e+01,1.325696e+02,3.713683e+00,6.398764e+01,2.068610e-02,2.748290e+03,-3.839692e+03,1
387,-3.235000e-01,4.709000e-01,7.224500e-01,9.210500e-01,1.221228e+02,4.113552e+01,-1.671303e+01,1.299440e+02,3.723304e+00,7.312418e+01,2.370373e-02,2.755632e+03,-3.863265e+03,1
388,-3.140000e-01,4.716000e-01,7.238000e-01,9.191784e-01,1.163552e+02,3.988596e+01,-1.450521e+01,1.238540e+02,3.732925e+00,8.811598e+01,2.620559e-02,2.880437e+03,-3.834638e+03,1
389,-3.045000e-01,4.723000e-01,7.251500e-01,9.174040e-01,1.179059e+02,3.918179e+01,-1.668469e+01,1.253610e+02,3.742546e+00,8.666786e+01,2.860305e-02,2.761567e+03,-3.895086e+03,1
390,-2.950000e-01,4.730000e-01,7.265000e-01,9.157271e-01,1.125978e+02,3.967885e+01,-1.595165e+01,1.204456e+02,3.752167e+00,9.506973e+01,3.091764e-02,2.787986e+03,-3.897254e+03,1
391,-2.855000e-01,4.737000e-01,7.278500e-01,9.141486e-01,1.048614e+02,4.087068e+01,-1.464096e+01,1.134931e+02,3.761788e+00,1.067135e+02,3.286148e-02,2.868832e+03,-3.876277e+03,1
392,-2.760000e-01,4.744000e-01,7.292000e-01,9.126686e-01,1.045614e+02,4.053410e+01,-1.482193e+01,1.131185e+02,3.771409e+00,1.066240e+02,3.359175e-02,2.841878e+03,-3.924193e+03,1
393,-2.665000e-01,4.751000e-01,7.305500e-01,9.112878e-01,1.105595e+02,3.899953e+01,-1.598090e+01,1.183206e+02,3.781030e+00,9.581372e+01,3.275066e-02,2.720648e+03,-4.061596e+03,1
394,-2.570000e-01,4.758000e-01,7.319000e-01,9.100067e-01,1.080355e+02,3.921874e+01,-1.502260e+01,1.159114e+02,3.790651e+00,9.896763e+01,3.243119e-02,2.749277e+03,-4.098031e+03,1
395,-2.475000e-01,4.765000e-01,7.332500e-01,9.088257e-01,1.085106e+02,3.796202e+01,-1.475433e+01,1.159024e+02,3.800272e+00,9.679469e+01,3.036338e-02,2.756513e+03,-4.157793e+03,1
396,-2.380000e-01,4.772000e-01,7.346000e-01,9.077450e-01,1.046578e+02,3.730828e+01,-1.370111e+01,1.119504e+02,3.809892e+00,1.034281e+02,2.931126e-02,2.833320e+03,-4.203187e+03,1
397,-2.285000e-01,4.779000e-01,7.359500e-01,9.067652e-01,1.007925e+02,3.751679e+01,-1.265840e+01,1.082906e+02,3.819514e+00,1.121556e+02,2.867716e-02,2.944494e+03,-4.263723e+03,1
398,-2.190000e-01,4.786000e-01,7.373000e-01,9.058864e-01,9.655672e+01,3.823630e+01,-1.155649e+01,1.044929e+02,3.829134e+00,1.233819e+02,2.847014e-02,3.091932e+03,-4.334530e+03,1
399,-2.095000e-01,4.793000e-01,7.386500e-01,9.051092e-01,9.488152e+01,3.943347e+01,-1.086911e+01,1.033230e+02,3.838755e+00,1.300006e+02,2.775666e-02,3.263021e+03,-4.522808e+03,1
400,-2.000000e-01,4.800000e-01,7.400000e-01,9.044335e-01,9.298525e+01,4.134232e+01,-9.829750e+00,1.022354e+02,3.848376e+00,1.372348e+02,2.730998e-02,3.462614e+03,-4.758918e+03,1
401,-1.905000e-01,4.807000e-01,7.413500e-01,9.038598e-01,8.995845e+01,4.501092e+01,-7.623743e+00,1.008793e+02,3.857997e+00,1.468813e+02,2.734827e-02,3.732782e+03,-5.064203e+03,1
402,-1.810000e-01,4.814000e-01,7.427000e-01,9.033882e-01,9.001399e+01,4.867794e+01,-5.717917e+00,1.024927e+02,3.867618e+00,1.499917e+02,2.607993e-02,4.002772e+03,-5.469135e+03,1
403,-1.715000e-01,4.821000e-01,7.440500e-01,9.030189e-01,9.153255e+01,5.217773e+01,-3.987803e+00,1.054354e+02,3.877239e+00,1.495025e+02,2.434679e-02,4.259022e+03,-5.893998e+03,1
404,-1.620000e-01,4.828000e-01,7.454000e-01,9.027519e-01,9.162137e+01,5.611724e+01,-1.257197e+00,1.074486e+02,3.886860e+00,1.530739e+02,2.363460e-02,4.609885e+03,-6.216402e+03,1
405,-1.525000e-01,4.835000e-01,7.467500e-01,9.025874e-01,9.474179e+01,5.941582e+01,6.038110e-01,1.118330e+02,3.896481e+00,1.515759e+02,2.231493e-02,4.992161e+03,-6.615588e+03,1
406,-1.430000e-01,4.842000e-01,7.481000e-01,9.025255e-01,1.024423e+02,6.228265e+01,1.319433e+00,1.198970e+02,3.906102e+00,1.421827e+02,1.972173e-02,5.467766e+03,-7.174936e+03,1
407,-1.335000e-01,4.849000e-01,7.494500e-01,9.025661e-01,1.061730e+02,6.142682e+01,1.073831e+00,1.226666e+02,3.915723e+00,1.376769e+02,1.941694e-02,5.895144e+03,-7.415972e+03,1
408,-1.240000e-01,4.856000e-01,7.508000e-01,9.027092e-01,1.086085e+02,5.959490e+01,3.616994e-01,1.238850e+02,3.925344e+00,1.342202e+02,1.978473e-02,6.231200e+03,-7.568602e+03,1
409,-1.145000e-01,4.863000e-01,7.521500e-01,9.029549e-01,1.101340e+02,5.515340e+01,-7.849838e-01,1.231747e+02,3.934965e+00,1.301380e+02,2.014778e-02,6.244122e+03,-7.736300e+03,1
410,-1.050000e-01,4.870000e-01,7.535000e-01,9.033030e-01,1.106947e+02,5.144151e+01,-1.980522e+00,1.220798e+02,3.944586e+00,1.271209e+02,2.036104e-02,6.226562e+03,-7.787970e+03,1
411,-9.550000e-02,4.877000e-01,7.548500e-01,9.037533e-01,1.099864e+02,4.771976e+01,-3.260333e+00,1.199367e+02,3.954207e+00,1.256652e+02,2.067817e-02,6.141494e+03,-7.672792e+03,1
412,-8.600000e-02,4.884000e-01,7.562000e-01,9.043058e-01,1.081521e+02,4.432038e+01,-4.463205e+00,1.169662e+02,3.963828e+00,1.230643e+02,2.015951e-02,6.253384e+03,-7.563067e+03,1
413,-7.650000e-02,4.891000e-01,7.575500e-01,9.049603e-01,1.060973e+02,4.121963e+01,-5.660355e+00,1.139637e+02,3.973449e+00,1.203350e+02,1.955448e-02,6.326940e+03,-7.450138e+03,1
414,-6.700000e-02,4.898000e-01,7.589000e-01,9.057164e-01,1.031433e+02,3.848098e+01,-6.848796e+00,1.103006e+02,3.983069e+00,1.194034e+02,1.963179e-02,6.132019e+03,-7.244468e+03,1
415,-5.750000e-02,4.905000e-01,7.602500e-01,9.065741e-01,1.010678e+02,3.600626e+01,-7.793515e+00,1.075727e+02,3.992690e+00,1.170333e+02,1.951829e-02,5.934572e+03,-7.064352e+03,1
416,-4.800000e-02,4.912000e-01,7.616000e-01,9.075329e-01,9.957429e+01,3.388781e+01,-8.477565e+00,1.055239e+02,4.002311e+00,1.133951e+02,1.916081e-02,5.760869e+03,-6.915203e+03,1
417,-3.850000e-02,4.919000e-01,7.629500e-01,9.085926e-01,9.815273e+01,3.214645e+01,-9.024528e+00,1.036764e+02,4.011932e+00,1.110947e+02,1.950628e-02,5.605314e+03,-6.714241e+03,1
418,-2.900000e-02,4.926000e-01,7.643000e-01,9.097528e-01,9.687681e+01,3.020089e+01,-9.456858e+00,1.019149e+02,4.021553e+00,1.083975e+02,1.979944e-02,5.450225e+03,-6.516736e+03,1
419,-1.950000e-02,4.933000e-01,7.656500e-01,9.110132e-01,9.638768e+01,2.713434e+01,-9.481897e+00,1.005821e+02,4.031174e+00,1.048929e+02,1.976169e-02,5.354695e+03,-6.383534e+03,1
420,-1.000000e-02,4.940000e-01,7.670000e-01,9.123733e-01,9.626842e+01,2.399016e+01,-9.344544e+00,9.965168e+01,4.040795e+00,1.024715e+02,2.025067e-02,5.163095e+03,-6.210075e+03,1
421,-5.000000e-04,4.947000e-01,7.683500e-01,9.138327e-01,9.640526e+01,2.076890e+01,-9.013713e+00,9.902811e+01,4.050416e+00,1.009204e+02,2.116939e-02,4.902190e+03,-6.005204e+03,1
422,9.000000e-03,4.954000e-01,7.697000e-01,9.153908e-01,9.636806e+01,1.794954e+01,-9.011164e+00,9.843876e+01,4.060037e+00,9.826580e+01,2.131694e-02,4.758181e+03,-5.841593e+03,1
423,1.850000e-02,4.961000e-01,7.710500e-01,9.170472e-01,9.644781e+01,1.511308e+01,-8.799115e+00,9.802045e+01,4.069658e+00,9.621326e+01,2.177382e-02,4.581340e+03,-5.668749e+03,1
424,2.800000e-02,4.968000e-01,7.724000e-01,9.188014e-01,9.699749e+01,1.191701e+01,-7.759464e+00,9.803437e+01,4.079279e+00,9.628772e+01,2.333832e-02,4.277931e+03,-5.459419e+03,1
425,3.750000e-02,4.975000e-01,7.737500e-01,9.206528e-01,9.746636e+01,9.249928e+00,-7.610616e+00,9.819967e+01,4.088900e+00,9.473609e+01,2.389552e-02,4.105395e+03,-5.285554e+03,1
426,4.700000e-02,4.982000e-01,7.751000e-01,9.226008e-01,9.787552e+01,7.035391e+00,-8.045448e+00,9.845731e+01,4.098521e+00,9.203267e+01,2.385667e-02,4.000079e+03,-5.127587e+03,1
427,5.650000e-02,4.989000e-01,7.764500e-01,9.246448e-01,9.897793e+01,4.194004e+00,-7.600265e+00,9.935786e+01,4.108142e+00,9.176588e+01,2.509513e-02,3.776144e+03,-4.946370e+03,1
428,6.600000e-02,4.996000e-01,7.778000e-01,9.267842e-01,9.996287e+01,1.845680e+00,-7.542861e+00,1.002640e+02,4.117763e+00,9.014812e+01,2.559701e-02,3.630637e+03,-4.788423e+03,1
429,7.550000e-02,5.003000e-01,7.791500e-01,9.290183e-01,1.011418e+02,3.441666e-01,-8.005115e+00,1.014587e+02,4.127384e+00,8.689895e+01,2.532385e-02,3.545569e+03,-4.646162e+03,1
430,8.500000e-02,5.010000e-01,7.805000e-01,9.313465e-01,1.033850e+02,-2.659993e+00,-7.274870e+00,1.036747e+02,4.137004e+00,8.671268e+01,2.662160e-02,3.358506e+03,-4.495318e+03,1
431,9.450000e-02,5.017000e-01,7.818500e-01,9.337679e-01,1.055566e+02,-5.262945e+00,-6.809846e+00,1.059069e+02,4.146626e+00,8.502844e+01,2.749692e-02,3.178511e+03,-4.345901e+03,1
432,1.040000e-01,5.024000e-01,7.832000e-01,9.362820e-01,1.062500e+02,-6.474615e+00,-6.958750e+00,1.066743e+02,4.156246e+00,8.353256e+01,2.762476e-02,3.104035e+03,-4.232244e+03,1
433,1.135000e-01,5.031000e-01,7.845500e-01,9.388880e-01,1.073424e+02,-7.935868e+00,-6.977425e+00,1.078613e+02,4.165867e+00,8.165130e+01,2.787660e-02,2.997027e+03,-4.113279e+03,1
434,1.230000e-01,5.038000e-01,7.859000e-01,9.415849e-01,1.091958e+02,-9.360551e+00,-7.495719e+00,1.098523e+02,4.175488e+00,7.660721e+01,2.735086e-02,2.840186e+03,-3.986780e+03,1
435,1.325000e-01,5.045000e-01,7.872500e-01,9.443723e-01,1.112074e+02,-1.118587e+01,-6.858178e+00,1.119788e+02,4.185109e+00,7.773425e+01,2.871121e-02,2.758082e+03,-3.895090e+03,1
436,1.420000e-01,5.052000e-01,7.886000e-01,9.472492e-01,1.133903e+02,-1.315102e+01,-6.897281e+00,1.143586e+02,4.194730e+00,7.592616e+01,2.916421e-02,2.629902e+03,-3.791153e+03,1
437,1.515000e-01,5.059000e-01,7.899500e-01,9.502147e-01,1.150371e+02,-1.386011e+01,-7.768249e+00,1.161292e+02,4.204351e+00,6.869118e+01,2.797029e-02,2.471863e+03,-3.666349e+03,1
438,1.610000e-01,5.066000e-01,7.913000e-01,9.532682e-01,1.170019e+02,-1.515942e+01,-8.113522e+00,1.182585e+02,4.213972e+00,6.614412e+01,2.790409e-02,2.386622e+03,-3.583441e+03,1
439,1.705000e-01,5.073000e-01,7.926500e-01,9.564087e-01,1.189361e+02,-1.688560e+01,-7.867771e+00,1.203861e+02,4.223593e+00,6.711149e+01,2.882697e-02,2.332293e+03,-3.516764e+03,1
440,1.800000e-01,5.080000e-01,7.940000e-01,9.596354e-01,1.192589e+02,-1.674900e+01,-9.480352e+00,1.208018e+02,4.233214e+00,6.019570e+01,2.692303e-02,2.224308e+03,-3.411016e+03,1
441,1.895000e-01,5.087000e-01,7.953500e-01,9.629474e-01,1.198121e+02,-1.677409e+01,-1.065812e+01,1.214492e+02,4.242835e+00,5.429165e+01,2.541663e-02,2.128201e+03,-3.306019e+03,1
442,1.990000e-01,5.094000e-01,7.967000e-01,9.663438e-01,1.227544e+02,-1.916851e+01,-9.111026e+00,1.245757e+02,4.252456e+00,5.719841e+01,2.737844e-02,2.080567e+03,-3.234263e+03,1
443,2.085000e-01,5.101000e-01,7.980500e-01,9.698237e-01,1.236015e+02,-1.957385e+01,-9.551721e+00,1.255058e+02,4.262077e+00,5.340269e+01,2.669544e-02,1.984847e+03,-3.139901e+03,1
444,2.180000e-01,5.108000e-01,7.994000e-01,9.733863e-01,1.229135e+02,-1.870526e+01,-1.129785e+01,1.248409e+02,4.271698e+00,4.539829e+01,2.418969e-02,1.866182e+03,-3.036232e+03,1
445,2.275000e-01,5.115000e-01,8.007500e-01,9.770308e-01,1.239276e+02,-1.939193e+01,-1.172037e+01,1.259819e+02,4.281319e+00,4.287065e+01,2.387598e-02,1.786090e+03,-2.942487e+03,1
446,2.370000e-01,5.122000e-01,8.021000e-01,9.807560e-01,1.249936e+02,-2.010320e+01,-1.209468e+01,1.271763e+02,4.290939e+00,4.039273e+01,2.359463e-02,1.704990e+03,-2.847400e+03,1
447,2.465000e-01,5.129000e-01,8.034500e-01,9.845611e-01,1.260804e+02,-2.080899e+01,-1.244794e+01,1.283909e+02,4.300560e+00,3.785294e+01,2.330053e-02,1.622073e+03,-2.750740e+03,1
448,2.560000e-01,5.136000e-01,8.048000e-01,9.884452e-01,1.269912e+02,-2.143546e+01,-1.263526e+01,1.294059e+02,4.310182e+00,3.621032e+01,2.330307e-02,1.552219e+03,-2.658469e+03,1
449,2.655000e-01,5.143000e-01,8.061500e-01,9.924074e-01,1.277498e+02,-2.198591e+01,-1.274922e+01,1.302534e+02,4.319802e+00,3.499322e+01,2.342616e-02,1.490306e+03,-2.568598e+03,1
450,2.750000e-01,5.150000e-01,8.075000e-01,9.964468e-01,1.284240e+02,-2.248553e+01,-1.286026e+01,1.310104e+02,4.329423e+00,3.378568e+01,2.352951e-02,1.430358e+03,-2.478772e+03,1
451,2.845000e-01,5.157000e-01,8.088500e-01,1.000562e+00,1.289122e+02,-2.285776e+01,-1.307141e+01,1.315739e+02,4.339044e+00,3.295686e+01,2.377810e-02,1.376915e+03,-2.387531e+03,1
452,2.940000e-01,5.164000e-01,8.102000e-01,1.004753e+00,1.291466e+02,-2.305615e+01,-1.343227e+01,1.318744e+02,4.348665e+00,3.269659e+01,2.424977e-02,1.333085e+03,-2.295363e+03,1
453,3.035000e-01,5.171000e-01,8.115500e-01,1.009018e+00,1.291415e+02,-2.309195e+01,-1.375208e+01,1.319086e+02,4.358286e+00,3.250060e+01,2.470967e-02,1.294539e+03,-2.204919e+03,1
454,3.130000e-01,5.178000e-01,8.129000e-01,1.013357e+00,1.289832e+02,-2.297097e+01,-1.401816e+01,1.317606e+02,4.367907e+00,3.239895e+01,2.520369e-02,1.259670e+03,-2.115626e+03,1
455,3.225000e-01,5.185000e-01,8.142500e-01,1.017768e+00,1.288404e+02,-2.256777e+01,-1.430137e+01,1.315815e+02,4.377528e+00,3.288778e+01,2.606801e-02,1.228495e+03,-2.029591e+03,1
456,3.320000e-01,5.192000e-01,8.156000e-01,1.022250e+00,1.286615e+02,-2.214774e+01,-1.456716e+01,1.313640e+02,4.387149e+00,3.335416e+01,2.690887e-02,1.198870e+03,-1.944831e+03,1
457,3.415000e-01,5.199000e-01,8.169500e-01,1.026804e+00,1.284478e+02,-2.171210e+01,-1.481606e+01,1.311098e+02,4.396770e+00,3.379765e+01,2.772942e-02,1.170773e+03,-1.861348e+03,1
458,3.510000e-01,5.206000e-01,8.183000e-01,1.031426e+00,1.281237e+02,-2.104104e+01,-1.497120e+01,1.307003e+02,4.406391e+00,3.548322e+01,2.972141e-02,1.143824e+03,-1.769265e+03,1
459,3.605000e-01,5.213000e-01,8.196500e-01,1.036118e+00,1.277511e+02,-2.032979e+01,-1.508755e+01,1.302355e+02,4.416012e+00,3.738807e+01,3.193828e-02,1.118730e+03,-1.676392e+03,1
460,3.700000e-01,5.220000e-01,8.210000e-01,1.040877e+00,1.273484e+02,-1.962993e+01,-1.518502e+01,1.297441e+02,4.425633e+00,3.923172e+01,3.411765e-02,1.095650e+03,-1.584995e+03,1
461,3.795000e-01,5.227000e-01,8.223500e-01,1.045703e+00,1.270902e+02,-1.915762e+01,-1.494983e+01,1.293925e+02,4.435254e+00,4.006930e+01,3.587849e-02,1.076085e+03,-1.513522e+03,1
462,3.890000e-01,5.234000e-01,8.237000e-01,1.050595e+00,1.269704e+02,-1.885604e+01,-1.458410e+01,1.291888e+02,4.444875e+00,4.033106e+01,3.730839e-02,1.059599e+03,-1.462458e+03,1
463,3.985000e-01,5.241000e-01,8.250500e-01,1.055552e+00,1.268610e+02,-1.846364e+01,-1.470594e+01,1.290383e+02,4.454495e+00,4.143060e+01,3.869206e-02,1.046616e+03,-1.424320e+03,1
464,4.080000e-01,5.248000e-01,8.264000e-01,1.060573e+00,1.266280e+02,-1.802441e+01,-1.481913e+01,1.287600e+02,4.464117e+00,4.273563e+01,4.046278e-02,1.035315e+03,-1.362172e+03,1
465,4.175000e-01,5.255000e-01,8.277500e-01,1.065658e+00,1.257502e+02,-1.765650e+01,-1.505499e+01,1.278730e+02,4.473737e+00,4.572180e+01,4.269662e-02,1.034336e+03,-1.274079e+03,1
466,4.270000e-01,5.262000e-01,8.291000e-01,1.070804e+00,1.245352e+02,-1.730871e+01,-1.578109e+01,1.267188e+02,4.483358e+00,5.079434e+01,4.536800e-02,1.054456e+03,-1.204893e+03,1
467,4.365000e-01,5.269000e-01,8.304500e-01,1.076013e+00,1.234345e+02,-1.692756e+01,-1.656330e+01,1.256859e+02,4.492980e+00,5.573799e+01,4.808993e-02,1.075011e+03,-1.139339e+03,1
468,4.460000e-01,5.276000e-01,8.318000e-01,1.081281e+00,1.234128e+02,-1.656895e+01,-1.594885e+01,1.255373e+02,4.502600e+00,5.469491e+01,4.909924e-02,1.061318e+03,-1.017766e+03,1
469,4.555000e-01,5.283000e-01,8.331500e-01,1.086609e+00,1.233109e+02,-1.625119e+01,-1.519534e+01,1.253019e+02,4.512221e+00,5.349535e+01,4.995975e-02,1.045335e+03,-8.889708e+02,1
470,4.650000e-01,5.290000e-01,8.345000e-01,1.091996e+00,1.228846e+02,-1.597886e+01,-1.513748e+01,1.248403e+02,4.521842e+00,5.438614e+01,5.105978e-02,1.041680e+03,-8.101179e+02,1
471,4.745000e-01,5.297000e-01,8.358500e-01,1.097441e+00,1.226672e+02,-1.560478e+01,-1.563905e+01,1.246408e+02,4.531463e+00,5.620147e+01,5.253638e-02,1.047098e+03,-7.761362e+02,1
472,4.840000e-01,5.304000e-01,8.372000e-01,1.102943e+00,1.210518e+02,-1.402427e+01,-1.654119e+01,1.229790e+02,4.541084e+00,6.921693e+01,5.704034e-02,1.105997e+03,-8.010959e+02,1
473,4.935000e-01,5.311000e-01,8.385500e-01,1.108501e+00,1.194464e+02,-1.244789e+01,-1.745597e+01,1.213552e+02,4.550705e+00,8.218021e+01,6.155359e-02,1.164640e+03,-8.257556e+02,1
474,5.030000e-01,5.318000e-01,8.399000e-01,1.114115e+00,1.188694e+02,-1.168703e+01,-1.781093e+01,1.207632e+02,4.560326e+00,8.832164e+01,6.525510e-02,1.184908e+03,-8.109310e+02,1
475,5.125000e-01,5.325000e-01,8.412500e-01,1.119783e+00,1.200946e+02,-1.233850e+01,-1.726473e+01,1.219550e+02,4.569947e+00,8.257085e+01,6.760993e-02,1.138444e+03,-7.272853e+02,1
476,5.220000e-01,5.332000e-01,8.426000e-01,1.125505e+00,1.211170e+02,-1.283128e+01,-1.681767e+01,1.229505e+02,4.579568e+00,7.806053e+01,6.998405e-02,1.099364e+03,-6.511680e+02,1
477,5.315000e-01,5.339000e-01,8.439500e-01,1.131279e+00,1.208680e+02,-1.230742e+01,-1.699354e+01,1.226756e+02,4.589189e+00,8.143829e+01,7.253278e-02,1.107347e+03,-6.233763e+02,1
478,5.410000e-01,5.346000e-01,8.453000e-01,1.137106e+00,1.201740e+02,-1.137994e+01,-1.738627e+01,1.219573e+02,4.598810e+00,8.730374e+01,7.508891e-02,1.132167e+03,-6.188612e+02,1
479,5.505000e-01,5.353000e-01,8.466500e-01,1.142984e+00,1.189053e+02,-9.915485e+00,-1.808382e+01,1.206806e+02,4.608430e+00,9.643407e+01,7.756735e-02,1.178983e+03,-6.457682e+02,1
480,5.600000e-01,5.360000e-01,8.480000e-01,1.148913e+00,1.176738e+02,-8.461301e+00,-1.877469e+01,1.194621e+02,4.618052e+00,1.054620e+02,8.005020e-02,1.225090e+03,-6.721852e+02,1
481,5.695000e-01,5.367000e-01,8.493500e-01,1.154891e+00,1.179666e+02,-8.399201e+00,-1.825582e+01,1.196660e+02,4.627673e+00,1.079982e+02,8.388338e-02,1.217781e+03,-6.422633e+02,1
482,5.790000e-01,5.374000e-01,8.507000e-01,1.160918e+00,1.187766e+02,-8.740320e+00,-1.739310e+01,1.203611e+02,4.637293e+00,1.084947e+02,8.809145e-02,1.194079e+03,-5.958061e+02,1
483,5.885000e-01,5.381000e-01,8.520500e-01,1.166993e+00,1.190310e+02,-8.555849e+00,-1.686936e+01,1.205245e+02,4.646914e+00,1.098875e+02,9.043239e-02,1.187461e+03,-5.711273e+02,1
484,5.980000e-01,5.388000e-01,8.534000e-01,1.173116e+00,1.188634e+02,-8.055924e+00,-1.655827e+01,1.202812e+02,4.656535e+00,1.120854e+02,9.175552e-02,1.192393e+03,-5.598570e+02,1
485,6.075000e-01,5.395000e-01,8.547500e-01,1.179285e+00,1.186835e+02,-7.547160e+00,-1.626334e+01,1.200301e+02,4.666156e+00,1.142854e+02,9.304184e-02,1.197689e+03,-5.490737e+02,1
486,6.170000e-01,5.402000e-01,8.561000e-01,1.185501e+00,1.173382e+02,-6.373279e+00,-1.715592e+01,1.187569e+02,4.675777e+00,1.176847e+02,9.117938e-02,1.232669e+03,-5.673433e+02,1
487,6.265000e-01,5.409000e-01,8.574500e-01,1.191761e+00,1.163468e+02,-5.389369e+00,-1.767923e+01,1.178057e+02,4.685398e+00,1.206084e+02,9.014549e-02,1.258497e+03,-5.758958e+02,1
488,6.360000e-01,5.416000e-01,8.588000e-01,1.198067e+00,1.161094e+02,-5.036435e+00,-1.714856e+01,1.174769e+02,4.695019e+00,1.221856e+02,9.172553e-02,1.256349e+03,-5.521604e+02,1
489,6.455000e-01,5.423000e-01,8.601500e-01,1.204416e+00,1.158775e+02,-4.674428e+00,-1.660118e+01,1.171539e+02,4.704640e+00,1.237986e+02,9.334181e-02,1.254171e+03,-5.283268e+02,1
490,6.550000e-01,5.430000e-01,8.615000e-01,1.210808e+00,1.156514e+02,-4.303260e+00,-1.603739e+01,1.168374e+02,4.714261e+00,1.254498e+02,9.499488e-02,1.251979e+03,-5.044128e+02,1
491,6.645000e-01,5.437000e-01,8.628500e-01,1.217243e+00,1.154317e+02,-3.922847e+00,-1.545754e+01,1.165281e+02,4.723882e+00,1.271417e+02,9.668528e-02,1.249789e+03,-4.804354e+02,1
492,6.740000e-01,5.444000e-01,8.642000e-01,1.223719e+00,1.152186e+02,-3.533095e+00,-1.486193e+01,1.162268e+02,4.733503e+00,1.288766e+02,9.841358e-02,1.247618e+03,-4.564121e+02,1
493,6.835000e-01,5.451000e-01,8.655500e-01,1.230237e+00,1.150126e+02,-3.133918e+00,-1.425088e+01,1.159344e+02,4.743124e+00,1.306572e+02,1.001803e-01,1.245482e+03,-4.323605e+02,1
494,6.930000e-01,5.458000e-01,8.669000e-01,1.236795e+00,1.146331e+02,-2.810849e+00,-1.374393e+01,1.154883e+02,4.752745e+00,1.327181e+02,1.021834e-01,1.244026e+03,-4.078260e+02,1
495,7.025000e-01,5.465000e-01,8.682500e-01,1.243393e+00,1.141414e+02,-2.528630e+00,-1.331014e+01,1.149426e+02,4.762366e+00,1.350062e+02,1.043530e-01,1.243326e+03,-3.831541e+02,1
496,7.120000e-01,5.472000e-01,8.696000e-01,1.250030e+00,1.136438e+02,-2.234826e+00,-1.288107e+01,1.143933e+02,4.771986e+00,1.373913e+02,1.065725e-01,1.243081e+03,-3.586646e+02,1
497,7.215000e-01,5.479000e-01,8.709500e-01,1.256706e+00,1.131403e+02,-1.929038e+00,-1.245652e+01,1.138403e+02,4.781608e+00,1.398749e+02,1.088427e-01,1.243297e+03,-3.343578e+02,1
